valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
0,0,142,0,0,0,17,1,1
0,0,42,0,0,0,17,3,1
1,7305,77,0,0,0,14,2,0
1,9860,19,0,0,0,14,2,0
1,7671,28,0,0,0,15,2,0
0,0,50,0,0,1,12,1,1
0,0,102,0,0,1,26,5,1
1,3287,66,0,0,0,19,2,1
1,9133,26,0,0,0,14,2,0
1,3653,37,0,0,0,28,2,1
1,8036,21,0,0,0,13,2,0
1,9498,47,0,0,0,20,2,0
1,9133,26,0,0,0,14,2,0
1,6210,47,0,0,0,25,2,0
1,9133,27,0,0,0,14,2,0
1,1096,35,0,0,1,17,2,0
1,8765,28,0,0,0,13,2,0
0,0,29,0,0,0,10,1,1
0,0,106,0,0,0,12,1,1
0,0,136,0,0,0,18,3,1
0,0,126,0,0,1,92,6,1
1,10227,56,0,0,0,15,2,0
0,0,33,0,0,0,20,2,1
1,9133,27,0,0,0,14,2,0
0,0,255,0,0,1,14,1,1
1,5844,50,0,0,0,18,2,0
1,4017,33,0,0,0,13,1,1
0,0,37,0,0,0,19,3,0
1,9496,33,0,0,0,23,2,0
1,8035,34,0,0,0,14,1,0
0,0,44,0,0,0,26,3,0
0,0,65,0,0,0,16,2,1
1,4749,69,0,0,1,23,1,1
1,8766,33,0,0,0,19,1,0
0,0,36,0,0,0,9,1,1
1,7304,72,0,0,0,14,2,1
1,9133,27,0,0,0,14,2,0
1,9133,44,0,0,0,12,2,0
0,0,61,0,0,1,25,1,1
1,5113,90,0,0,0,15,2,1
0,0,149,0,0,1,115,9,1
1,5114,46,0,0,0,28,2,1
0,0,58,0,0,0,25,3,1
0,0,33,0,0,0,17,3,1
1,8399,28,0,0,0,19,2,0
1,9861,56,0,0,0,11,2,0
1,2192,79,0,0,0,13,1,1
1,7671,39,0,0,0,13,2,0
0,0,56,0,0,0,21,3,0
0,0,132,0,0,1,120,6,1
1,9496,41,0,0,0,21,2,0
0,0,76,0,0,0,27,1,1
1,8035,36,0,0,1,21,2,0
0,0,25,0,0,0,15,2,0
0,0,167,0,0,0,166,21,1
0,0,45,0,0,1,23,2,1
0,0,356,0,0,1,201,12,1
0,0,142,0,0,0,83,10,1
0,0,148,0,0,1,129,9,1
1,6939,614,0,0,1,44,2,1
0,0,10,0,0,0,9,2,1
0,0,43,0,0,1,16,1,1
1,10591,49,0,0,0,14,2,0
0,0,64,0,0,0,38,3,1
0,0,89,0,0,0,11,1,1
1,7670,72,0,0,0,19,2,0
1,5114,187,0,0,0,12,1,1
1,3652,69,0,1,0,18,2,1
1,7305,41,0,0,0,40,3,1
1,4749,91,0,0,0,14,2,1
1,5479,21,0,0,0,13,2,1
0,0,23,0,0,0,17,3,0
0,0,38,0,0,0,10,1,1
1,5479,254,0,0,1,132,14,1
0,0,19,0,0,0,19,3,1
0,0,30,0,0,0,19,3,0
1,10226,24,0,0,0,11,2,0
0,0,61,0,0,0,11,1,1
0,0,174,0,0,0,12,2,1
0,0,31,0,0,0,13,2,0
0,0,94,0,0,0,19,1,1
1,6939,26,0,0,0,16,2,0
0,0,142,0,0,0,21,2,1
1,9496,37,0,0,0,20,2,0
1,366,126,0,0,1,125,12,1
1,366,36,0,0,0,13,2,1
1,9863,38,0,0,0,12,2,0
1,365,18,0,0,0,10,1,1
0,0,116,0,0,0,14,1,1
0,0,33,0,0,0,19,2,1
1,9133,26,0,0,0,14,2,0
0,0,37,0,0,0,18,1,1
1,10591,50,0,0,0,13,2,0
0,0,38,0,0,1,16,1,1
0,0,236,0,0,1,202,12,1
1,366,71,0,0,0,14,1,1
1,8035,29,0,0,0,17,2,0
0,0,43,0,0,1,36,2,1
0,0,75,0,0,0,21,3,0
1,8034,33,0,0,0,14,2,0
1,4383,66,0,0,0,24,1,1
0,0,141,0,0,0,17,1,1
0,0,52,0,0,0,15,1,1
0,0,40,0,0,0,14,1,1
1,10226,29,0,0,0,10,2,0
1,0,22,0,0,0,15,2,1
0,0,39,0,0,0,14,2,0
0,0,43,0,0,0,17,3,0
1,9133,27,0,0,0,14,2,0
1,8402,30,0,0,0,11,2,0
1,366,82,0,0,0,13,2,1
1,7671,27,0,0,0,19,1,0
0,0,51,0,0,0,27,1,1
0,0,41,0,0,1,15,2,1
1,9496,48,0,0,0,12,2,0
1,6939,343,0,0,1,44,2,1
0,0,37,0,0,0,24,2,1
1,6939,337,0,0,1,44,2,1
0,0,31,0,0,1,23,3,0
0,0,79,0,0,1,36,6,1
0,0,22,0,0,0,15,2,0
0,0,37,0,1,0,14,1,1
1,8035,47,0,0,0,17,2,0
0,0,152,0,0,1,114,14,1
1,8400,27,0,0,0,10,1,0
1,7670,25,0,0,0,9,1,0
0,0,113,0,0,1,35,6,1
0,0,89,0,0,0,22,2,1
0,0,54,0,0,0,13,1,1
0,0,133,0,0,1,114,6,1
0,0,34,0,0,0,11,2,1
0,0,82,0,0,0,20,2,1
1,11322,30,0,0,0,17,2,0
1,10592,51,0,0,0,17,2,0
0,0,34,0,0,0,24,4,1
1,365,108,0,0,0,18,2,1
0,0,200,0,0,0,23,2,1
1,5844,14,0,0,0,13,2,1
0,0,64,0,0,0,23,4,0
0,0,202,0,0,0,30,1,1
1,7671,25,0,0,0,12,2,0
0,0,191,0,0,0,13,1,1
1,7305,26,0,0,0,13,2,0
1,9496,28,0,0,0,18,2,0
0,0,57,0,0,0,31,4,1
1,8401,45,0,0,0,22,2,0
1,7671,29,0,0,0,19,1,0
1,7671,59,0,0,0,16,2,0
1,8034,38,0,0,0,15,2,0
1,8767,21,0,0,0,14,2,0
0,0,36,0,0,0,18,3,0
1,7670,16,0,0,0,12,2,0
1,8034,32,0,0,0,17,2,0
1,8035,35,0,0,1,22,2,0
1,2922,105,0,0,1,104,14,1
0,0,96,0,0,1,23,4,1
0,0,378,0,0,1,127,13,1
0,0,82,0,0,0,11,2,1
1,5844,82,0,0,0,22,2,1
1,4383,30,0,0,0,29,2,1
1,6939,361,0,0,1,44,2,1
0,0,56,0,0,0,21,3,0
0,0,112,0,0,0,10,2,1
0,0,75,0,0,0,13,1,1
1,9130,29,0,0,0,13,2,0
1,9133,26,0,0,0,14,2,0
1,9496,35,0,0,0,18,2,0
0,0,44,0,0,1,21,3,1
1,6939,343,0,0,1,44,2,1
0,0,50,0,0,0,14,1,1
1,9133,27,0,0,0,14,2,0
1,9133,27,0,0,0,14,2,0
0,0,95,0,0,1,39,5,1
1,3652,96,0,0,0,17,2,1
0,0,42,0,0,0,14,2,1
1,7670,42,0,0,0,22,2,0
0,0,26,0,0,1,26,2,1
1,730,49,0,0,0,11,1,1
1,366,56,0,0,0,21,1,1
1,5844,32,0,0,0,22,2,0
1,7304,72,0,0,0,14,2,1
0,0,39,0,0,0,19,3,0
0,0,50,0,0,0,29,1,1
0,0,54,0,0,0,16,3,0
0,0,18,0,0,0,17,1,1
0,0,36,0,0,0,21,2,0
1,366,43,0,0,0,25,2,0
1,11322,29,0,0,0,17,2,0
1,3653,27,0,0,0,26,2,1
1,4749,22,0,0,0,17,1,1
1,9133,27,0,0,0,14,2,0
1,4017,33,0,0,0,13,1,1
1,5844,55,0,0,1,22,1,0
1,4749,27,0,0,0,18,2,1
1,7670,29,0,0,0,18,2,0
0,0,67,0,0,0,26,3,1
0,0,32,0,0,0,12,2,1
0,0,367,0,0,0,203,14,1
0,0,105,0,0,1,43,4,1
1,11322,34,0,0,0,16,2,0
0,0,32,0,0,0,11,2,0
0,0,38,0,0,0,22,3,0
1,8036,35,0,0,0,23,2,0
1,6940,97,0,0,0,14,2,1
0,0,125,0,0,1,109,11,1
1,8409,34,0,0,0,13,3,1
1,4748,69,0,0,0,15,2,1
0,0,40,0,0,0,16,3,0
1,9133,27,0,0,0,14,2,0
0,0,37,0,0,0,27,3,0
1,6940,68,0,0,0,14,2,1
1,8035,43,0,0,0,16,2,0
1,8400,76,0,0,0,19,2,1
1,6939,347,0,0,1,44,2,1
1,9133,26,0,0,0,14,2,0
1,6940,107,0,0,0,14,2,1
0,0,27,0,0,0,10,1,1
0,0,48,0,0,0,27,2,1
1,3653,99,0,0,0,14,2,1
1,2922,58,0,0,0,13,1,1
1,366,310,0,0,0,209,12,1
0,0,20,0,0,0,14,2,1
1,8400,34,0,0,0,24,3,1
0,0,159,0,0,0,140,12,1
1,9133,27,0,0,0,14,2,0
1,7670,47,0,0,0,18,2,0
0,0,64,0,0,1,19,1,1
1,8765,23,0,0,0,18,2,0
1,4383,93,0,0,0,16,2,1
1,9133,26,0,0,0,14,2,0
1,9133,27,0,0,0,14,2,0
1,366,119,0,0,0,10,1,1
0,0,184,0,0,0,14,1,1
1,366,23,0,0,0,15,2,1
1,10959,35,0,0,0,13,2,0
1,4749,60,0,0,0,11,1,0
1,5844,55,0,0,1,22,1,0
1,4749,48,0,0,1,32,2,1
0,0,47,0,0,0,15,2,0
0,0,59,0,0,0,17,3,1
0,0,42,0,0,0,17,3,1
0,0,25,0,0,0,11,2,0
0,0,158,0,0,0,18,2,1
0,0,19,0,0,0,11,2,0
1,4383,88,0,0,0,11,1,1
0,0,31,0,0,0,20,2,0
0,0,65,0,0,0,21,3,1
0,0,34,0,0,0,20,3,0
1,4017,33,0,0,0,13,1,1
1,9496,34,0,0,0,15,2,0
0,0,319,0,0,0,16,2,1
1,6939,369,0,0,1,44,2,1
0,0,97,0,0,1,39,5,1
1,4383,79,0,0,0,11,2,1
